timestamp,phase,cpu_percent,ram_percent,process_count,total_threads,load_index,cpu_per_thread,resource_pressure,rolling_cpu_mean
51:22.2,high,26.8,77.1,194,2161,51.95,0.012401666,2066.28,33.08
51:29.3,high,27.2,77,194,2157,52.1,0.012610107,2094.4,33.36
51:36.3,high,26.6,77,194,2157,51.8,0.012331943,2048.2,33.68
51:43.4,high,24.9,77,194,2160,50.95,0.011527778,1917.3,27.74
51:50.5,high,24.9,77,194,2160,50.95,0.011527778,1917.3,26.08
51:57.5,high,25.4,77,194,2160,51.2,0.011759259,1955.8,25.8
52:04.7,high,26.8,77,194,2160,51.9,0.012407407,2063.6,25.72
52:11.8,high,28.5,76.9,193,2145,52.7,0.013286713,2191.65,26.1
52:18.9,high,24.9,76.8,193,2150,50.85,0.011581395,1912.32,26.1
52:25.9,high,38.4,77.3,194,2157,57.85,0.017802503,2968.32,28.8
52:33.2,high,26,77.4,194,2153,51.7,0.012076173,2012.4,28.92
52:40.2,high,27,77.4,193,2152,52.2,0.012546468,2089.8,28.96
52:47.3,high,25.8,77.7,193,2151,51.75,0.011994421,2004.66,28.42
52:54.4,high,25.2,77.6,193,2149,51.4,0.011726384,1955.52,28.48
53:01.5,high,25.7,76.6,191,2130,51.15,0.012065728,1968.62,25.94
53:08.5,high,25.1,76.5,192,2134,50.8,0.011761949,1920.15,25.76
53:15.6,high,25,76.5,192,2132,50.75,0.011726079,1912.5,25.36
53:22.6,high,24.8,76.5,192,2130,50.65,0.011643192,1897.2,25.16
53:29.7,high,32.8,77.7,193,2146,55.25,0.01528425,2548.56,26.68
53:36.7,high,27.3,77.7,193,2152,52.5,0.012685874,2121.21,27
53:43.8,high,28.9,77.8,193,2147,53.35,0.013460643,2248.42,27.76
53:50.9,high,27.2,77.8,193,2150,52.5,0.012651163,2116.16,28.2
53:57.9,high,25,77.7,193,2136,51.35,0.01170412,1942.5,28.24
54:05.0,high,26.7,76.6,192,2134,51.65,0.012511715,2045.22,27.02
54:12.1,high,24.9,76.6,192,2131,50.75,0.011684655,1907.34,26.54
54:19.1,high,25.4,76.5,192,2129,50.95,0.011930484,1943.1,25.84
54:26.1,high,28.1,76.5,192,2128,52.3,0.013204887,2149.65,26.02
54:33.2,high,24.9,76.5,192,2127,50.7,0.011706629,1904.85,26
54:40.2,high,25.4,76.5,192,2128,50.95,0.01193609,1943.1,25.74
54:47.3,high,26.4,76.5,192,2128,51.45,0.012406015,2019.6,26.04
54:54.3,high,27.1,76.4,192,2132,51.75,0.012711069,2070.44,26.38
55:01.4,high,27.4,76.4,192,2134,51.9,0.012839738,2093.36,26.24
55:08.4,high,25.5,76.5,192,2130,51,0.011971831,1950.75,26.36
55:15.5,high,27.6,76.5,191,2127,52.05,0.012976023,2111.4,26.8
55:22.5,high,24.9,76.3,192,2170,50.6,0.011474654,1899.87,26.5
55:29.5,high,58.3,78.2,205,2367,68.25,0.024630334,4559.06,32.74
55:36.9,high,40,78.4,205,2385,59.2,0.016771488,3136,35.26
55:44.2,high,70.3,81.6,207,2467,75.95,0.028496149,5736.48,44.22
55:51.8,high,49.8,82.2,207,2482,66,0.020064464,4093.56,48.66
55:59.2,high,27.7,80.9,206,2456,54.3,0.011278502,2240.93,49.22
56:06.4,high,54.1,80.6,207,2449,67.35,0.022090649,4360.46,48.38
56:13.7,high,27.1,79.3,203,2420,53.2,0.011198347,2149.03,45.8
56:20.9,high,27.6,79.1,203,2397,53.35,0.011514393,2183.16,37.26
56:28.1,high,27,78.9,199,2345,52.95,0.011513859,2130.3,32.7
56:35.3,high,25.8,78.6,198,2315,52.2,0.011144708,2027.88,32.32
56:42.4,high,25.7,78.5,198,2311,52.1,0.011120727,2017.45,26.64
56:49.5,high,26,78.4,197,2292,52.2,0.011343805,2038.4,26.42
56:56.7,high,25,78.3,197,2286,51.65,0.010936133,1957.5,25.9
57:03.8,high,29.5,78.2,196,2281,53.85,0.012932924,2306.9,26.4
57:10.9,high,27,78.4,196,2279,52.7,0.011847301,2116.8,26.64
57:18.1,high,27.3,78.4,196,2278,52.85,0.011984197,2140.32,26.96
57:25.2,high,25.2,78.3,195,2271,51.75,0.011096433,1973.16,26.8
57:32.4,high,25,78.3,196,2286,51.65,0.010936133,1957.5,26.8
57:39.5,high,26.1,78.6,195,2290,52.35,0.01139738,2051.46,26.12
57:46.6,high,26.6,78.6,195,2282,52.6,0.011656442,2090.76,26.04
57:53.8,high,25,78.6,195,2280,51.8,0.010964912,1965,25.58
58:00.9,high,24.9,78.3,195,2279,51.6,0.010925845,1949.67,25.52
58:08.0,high,27.1,78.2,195,2281,52.65,0.011880754,2119.22,25.94
58:15.1,high,26.4,78.2,195,2289,52.3,0.011533421,2064.48,26
58:22.4,high,28.8,80,195,2279,54.4,0.012637122,2304,26.44
58:29.5,high,43.8,80.9,194,2268,62.35,0.019312169,3543.42,30.2
58:36.7,high,28.8,80.4,194,2274,54.6,0.012664908,2315.52,30.98
58:43.9,high,24.9,80.2,194,2282,52.55,0.010911481,1996.98,30.54
58:51.0,high,34,80.2,194,2288,57.1,0.01486014,2726.8,32.06
58:58.1,high,26.6,80.2,194,2279,53.4,0.011671786,2133.32,31.62
59:05.2,high,24.8,80.1,194,2296,52.45,0.010801394,1986.48,27.82
59:12.3,high,25,80.1,194,2288,52.55,0.010926573,2002.5,27.06
59:19.5,high,26.5,80.1,194,2285,53.3,0.011597374,2122.65,27.38
59:26.6,high,28.7,80.1,194,2274,54.4,0.012620932,2298.87,26.32
59:33.7,high,26.4,80,192,2264,53.2,0.011660777,2112,26.28
59:40.9,high,25,80,193,2269,52.5,0.01101807,2000,26.32
59:48.0,high,25,80,193,2266,52.5,0.011032657,2000,26.32
59:55.1,high,25.2,79.9,193,2263,52.55,0.011135661,2013.48,26.06
00:02.1,high,24.9,79.9,193,2265,52.4,0.010993377,1989.51,25.3
00:09.2,high,29,79.9,193,2259,54.45,0.012837539,2317.1,25.82
00:16.5,high,25,79.6,193,2260,52.3,0.011061947,1990,25.82
00:23.6,high,25.4,79.6,193,2260,52.5,0.011238938,2021.84,25.9
00:30.7,high,65.5,79.9,193,2274,72.7,0.02880387,5233.45,33.96
00:37.9,high,33.5,80.6,193,2283,57.05,0.014673675,2700.1,35.68
00:45.0,high,42.5,80.7,194,2293,61.6,0.018534671,3429.75,38.38
00:52.2,high,25.3,81,194,2296,53.15,0.011019164,2049.3,38.44
00:59.3,high,26.4,80.9,192,2290,53.65,0.011528384,2135.76,38.64
01:06.4,high,91.1,82.1,199,2395,86.6,0.038037578,7479.31,43.76
01:14.0,high,46.5,82.3,203,2431,64.4,0.019127931,3826.95,46.36
01:21.3,high,31.6,81,203,2441,56.3,0.012945514,2559.6,44.18
01:28.6,high,27.4,81,198,2383,54.2,0.011498112,2219.4,44.6
01:35.7,high,25.4,81,198,2375,53.2,0.010694737,2057.4,44.4
01:42.9,high,33.6,80.9,197,2368,57.25,0.014189189,2718.24,32.9
01:50.1,high,28.7,81.1,196,2358,54.9,0.012171332,2327.57,29.34
01:57.2,high,26.5,81,196,2352,53.75,0.011267007,2146.5,28.32
02:04.4,high,25.4,81,196,2343,53.2,0.010840802,2057.4,27.92
02:11.5,high,25,81,195,2328,53,0.010738832,2025,27.84
02:18.7,high,25,81,195,2306,53,0.010841284,2025,26.12
02:25.8,high,27,80.5,194,2301,53.75,0.011734029,2173.5,25.78
02:32.9,high,25,80.5,194,2297,52.75,0.010883761,2012.5,25.48
02:39.9,high,26.1,80.4,192,2281,53.25,0.01144235,2098.44,25.62
02:46.9,high,25.8,80.4,192,2275,53.1,0.011340659,2074.32,25.78
02:54.1,high,34.1,80.1,191,2283,57.1,0.014936487,2731.41,27.6
03:01.3,high,27.3,80.2,191,2276,53.75,0.011994728,2189.46,27.66
03:08.3,high,29.6,80.1,192,2287,54.85,0.01294272,2370.96,28.58
03:15.5,high,25.2,80.3,192,2289,52.75,0.011009174,2023.56,28.4
03:22.5,high,25.8,80.2,192,2286,53,0.011286089,2069.16,28.4
03:29.6,high,25,80.2,193,2293,52.6,0.010902747,2005,26.58
03:36.7,high,27.4,80.3,193,2292,53.85,0.011954625,2200.22,26.6
03:43.8,high,25,80.6,193,2292,52.8,0.010907504,2015,25.68
03:50.9,high,25.2,80.5,192,2297,52.85,0.010970832,2028.6,25.68
03:58.0,high,25,80.5,193,2307,52.75,0.010836584,2012.5,25.52
04:05.1,high,28.5,81.3,193,2305,54.9,0.012364425,2317.05,26.22
04:12.2,high,24.9,81.4,193,2309,53.15,0.010783889,2026.86,25.72
04:19.3,high,32.8,81.4,193,2299,57.1,0.014267073,2669.92,27.28
04:26.4,high,24.8,80.9,193,2296,52.85,0.010801394,2006.32,27.2
04:33.5,high,26.6,80.8,193,2291,53.7,0.01161065,2149.28,27.52
04:40.6,high,26.2,80.8,193,2292,53.5,0.011431065,2116.96,27.06
04:47.7,high,26.6,80.7,193,2288,53.65,0.011625874,2146.62,27.4
04:54.8,high,25.4,80.7,193,2286,53.05,0.011111111,2049.78,25.92
05:01.9,high,25.6,80.7,193,2293,53.15,0.011164413,2065.92,26.08
05:09.0,high,58.5,80.9,193,2318,69.7,0.025237274,4732.65,32.46
05:16.2,high,37.6,81,193,2320,59.3,0.016206897,3045.6,34.74
05:23.3,high,25.7,81,193,2318,53.35,0.011087144,2081.7,34.56
05:30.5,high,27,80.9,193,2289,53.95,0.011795544,2184.3,34.88
05:37.6,high,26,80.9,193,2287,53.45,0.011368605,2103.4,34.96
05:44.7,high,45.3,80.9,193,2284,63.1,0.019833625,3664.77,32.32
05:51.9,high,24.8,80.8,193,2281,52.8,0.010872424,2003.84,29.76
05:59.0,high,45.3,80.8,193,2289,63.05,0.019790301,3660.24,33.68
06:06.2,high,25,80.7,192,2282,52.85,0.010955302,2017.5,33.28
06:13.3,high,25.9,80.7,192,2284,53.3,0.011339755,2090.13,33.26
06:20.4,high,26.6,80.7,192,2280,53.65,0.011666667,2146.62,29.52
06:27.5,high,27.1,80.7,192,2276,53.9,0.011906854,2186.97,29.98
06:34.6,high,27.3,80.6,192,2277,53.95,0.01198946,2200.38,26.38
06:41.7,high,25.9,80.6,192,2276,53.25,0.011379613,2087.54,26.56
06:48.9,high,27.5,80.6,192,2276,54.05,0.012082601,2216.5,26.88
06:55.9,high,26.1,80.5,191,2284,53.3,0.01142732,2101.05,26.78
07:03.0,high,24.9,80.6,191,2281,52.75,0.010916265,2006.94,26.34
07:10.2,high,27.3,80.5,191,2285,53.9,0.011947484,2197.65,26.34
07:17.3,high,26.8,80.5,191,2281,53.65,0.011749233,2157.4,26.52
07:24.4,high,26.6,80.4,190,2262,53.5,0.011759505,2138.64,26.34
07:31.5,high,27.7,80.4,189,2264,54.05,0.012234982,2227.08,26.66
07:38.6,high,26.4,80.5,189,2263,53.45,0.01166593,2125.2,26.96
07:45.6,high,27.2,80.5,189,2261,53.85,0.012030075,2189.6,26.94
07:52.7,high,27.2,80.5,189,2259,53.85,0.012040726,2189.6,27.02
07:59.8,high,25.4,80.5,189,2257,52.95,0.011253877,2044.7,26.78
08:06.9,high,28.4,80.4,189,2258,54.4,0.012577502,2283.36,26.92
08:13.9,high,24.8,80.4,189,2269,52.6,0.010929925,1993.92,26.6
08:21.0,high,24.8,80.4,189,2234,52.6,0.011101164,1993.92,26.12
08:28.1,high,27.3,80.3,189,2231,53.8,0.012236665,2192.19,26.14
08:35.1,high,25.4,80.3,189,2201,52.85,0.011540209,2039.62,26.14
08:42.2,high,24.8,80.3,189,2210,52.55,0.011221719,1991.44,25.42
08:49.3,high,27.5,80.3,189,2202,53.9,0.012488647,2208.25,25.96
08:56.3,high,24.8,80.3,189,2209,52.55,0.011226799,1991.44,25.96
09:03.3,high,25.7,80.3,189,2205,53,0.011655329,2063.71,25.64
09:10.4,high,46.3,80.3,189,2203,63.3,0.021016795,3717.89,29.82
09:17.5,high,36.3,82.9,189,2207,59.6,0.016447667,3009.27,32.12
09:24.6,high,31.8,82.9,189,2205,57.35,0.014421769,2636.22,32.98
09:31.7,high,26.6,82.9,189,2205,54.75,0.012063492,2205.14,33.34
09:38.7,high,25,82.9,189,2203,53.95,0.011348162,2072.5,33.2
09:45.7,high,29.3,83.1,189,2207,56.2,0.01327594,2434.83,29.8
09:52.8,high,24.8,83.1,189,2201,53.95,0.011267606,2060.88,27.5
09:59.8,high,26.8,83.1,189,2204,54.95,0.01215971,2227.08,26.5
10:06.8,high,24.8,83.1,189,2211,53.95,0.011216644,2060.88,26.14
10:13.9,high,26.4,83.1,189,2202,54.75,0.011989101,2193.84,26.42
10:20.9,high,24.9,83.1,189,2207,54,0.011282284,2069.19,25.54
10:27.9,high,25,83.1,189,2196,54.05,0.011384335,2077.5,25.58
10:35.0,high,26.1,83.1,189,2192,54.6,0.011906934,2168.91,25.44
10:42.1,high,25,83,189,2196,54,0.011384335,2075,25.48
10:49.2,high,27.3,83.1,189,2194,55.2,0.012443026,2268.63,25.66
10:56.2,high,24.8,83.1,189,2192,53.95,0.011313869,2060.88,25.64
11:03.3,high,45.5,83.1,189,2212,64.3,0.02056962,3781.05,29.74
11:10.3,high,25,83.1,189,2204,54.05,0.011343013,2077.5,29.52
11:17.3,high,28,83.1,189,2206,55.55,0.012692656,2326.8,30.12
11:24.4,high,26.4,83.1,189,2205,54.75,0.011972789,2193.84,29.94
11:31.6,high,25.2,83.1,189,2206,54.15,0.011423391,2094.12,30.02
11:38.6,high,27.1,83.1,189,2207,55.1,0.012279112,2252.01,26.34
11:45.7,high,25,83.1,189,2206,54.05,0.011332729,2077.5,26.34
11:52.8,high,52.3,83.4,190,2226,67.85,0.023495058,4361.82,31.2
11:59.8,high,25.2,83.4,190,2233,54.3,0.011285266,2101.68,30.96
12:06.9,high,25,83.4,190,2222,54.2,0.011251125,2085,30.92
12:14.0,high,25.3,83.4,190,2220,54.35,0.011396396,2110.02,30.56
12:21.0,high,29.2,83.3,190,2218,56.25,0.013165014,2432.36,31.4
12:28.1,high,24.9,83.4,190,2219,54.15,0.011221271,2076.66,25.92
12:35.2,high,26.6,83.4,190,2217,55,0.011998196,2218.44,26.2
12:42.2,high,25.3,83.4,190,2220,54.35,0.011396396,2110.02,26.26
12:49.3,high,26.6,83.4,190,2219,55,0.011987382,2218.44,26.52
12:56.4,high,25.2,83.2,189,2213,54.2,0.011387257,2096.64,25.72
13:03.4,high,25.2,83.2,189,2201,54.2,0.011449341,2096.64,25.78
13:10.4,high,26.6,83.2,189,2198,54.9,0.012101911,2213.12,25.78
13:17.5,high,25,83.2,189,2197,54.1,0.011379153,2080,25.72
13:24.6,high,24.8,83.1,189,2197,53.95,0.01128812,2060.88,25.36
13:31.6,high,25.8,83.2,188,2190,54.5,0.011780822,2146.56,25.48
13:38.7,high,26.6,83.1,188,2189,54.85,0.012151667,2210.46,25.76
13:45.7,high,25,83.1,188,2189,54.05,0.01142074,2077.5,25.44
13:52.8,high,25,83.1,188,2187,54.05,0.011431184,2077.5,25.44
13:59.8,high,40.2,83.1,188,2188,61.65,0.018372943,3340.62,28.52
14:07.0,high,25,83.1,188,2190,54.05,0.011415525,2077.5,28.36
14:14.0,high,24.9,83.1,188,2197,54,0.011333637,2069.19,28.02
14:21.0,high,26.5,83.1,188,2185,54.8,0.012128146,2202.15,28.32
14:28.0,high,25.2,83.1,188,2186,54.15,0.011527905,2094.12,28.36
14:35.0,high,25.3,83.1,188,2186,54.2,0.011573651,2102.43,25.38
14:42.1,high,25,83.1,188,2187,54.05,0.011431184,2077.5,25.38
14:49.1,high,25,83.1,188,2194,54.05,0.011394713,2077.5,25.4
14:56.2,high,24.9,83.1,188,2184,54,0.011401099,2069.19,25.08
15:03.2,high,25,83.1,188,2185,54.05,0.011441648,2077.5,25.04
15:10.2,high,25,83,188,2181,54,0.011462632,2075,24.98
15:17.3,high,26.5,82.8,188,2186,54.65,0.012122598,2194.2,25.28
15:24.4,high,25,82.8,188,2183,53.9,0.01145213,2070,25.28
15:31.4,high,26.5,82.8,188,2186,54.65,0.012122598,2194.2,25.6
15:38.5,high,25.2,82.8,188,2179,54,0.011564938,2086.56,25.64
15:45.5,high,25,82.8,188,2188,53.9,0.01142596,2070,25.64
15:52.5,high,25,82.7,188,2176,53.85,0.011488971,2067.5,25.34
15:59.6,high,27.1,82.7,188,2175,54.9,0.01245977,2241.17,25.76
16:06.6,high,30,82.7,188,2180,56.35,0.013761468,2481,26.46
16:13.6,high,25.2,82.7,188,2180,53.95,0.011559633,2084.04,26.46
16:20.6,high,25,82.7,188,2178,53.85,0.011478421,2067.5,26.46
16:27.7,high,25,82.7,188,2181,53.85,0.011462632,2067.5,26.46
16:34.7,high,24.8,82.7,188,2179,53.75,0.011381368,2050.96,26
16:41.7,high,25,82.7,188,2176,53.85,0.011488971,2067.5,25
16:48.7,high,24.8,82.7,188,2171,53.75,0.011423307,2050.96,24.92
16:55.8,high,25,82.7,188,2172,53.85,0.011510129,2067.5,24.92
17:02.8,high,33.9,82.7,188,2178,58.3,0.015564738,2803.53,26.7
17:09.9,high,30.9,82.8,188,2177,56.85,0.014193845,2558.52,27.92
17:17.0,high,25,82.8,188,2178,53.9,0.011478421,2070,27.92
17:24.0,high,39.9,82.8,188,2180,61.35,0.018302752,3303.72,30.94
17:31.2,high,25,82.7,187,2179,53.85,0.011473153,2067.5,30.94
17:38.2,high,25,82.7,187,2182,53.85,0.011457379,2067.5,29.16
17:45.3,high,25.7,82.7,187,2181,54.2,0.011783586,2125.39,28.12
17:52.3,high,25,82.6,187,2180,53.8,0.01146789,2065,28.12
17:59.3,high,33.6,82.8,187,2190,58.2,0.015342466,2782.08,26.86
18:06.3,high,25.4,82.8,187,2180,54.1,0.011651376,2103.12,26.94
18:13.4,high,26.6,82.7,187,2183,54.65,0.012185066,2199.82,27.26
18:20.4,high,26.5,82.7,187,2148,54.6,0.012337058,2191.55,27.42
18:27.4,high,24.8,82.7,187,2149,53.75,0.011540251,2050.96,27.38
18:34.5,high,25,82.7,188,2133,53.85,0.011720581,2067.5,25.66
18:41.5,high,26.6,82.7,188,2140,54.65,0.012429907,2199.82,25.9
18:48.5,high,48.3,82.8,188,2141,65.55,0.022559552,3999.24,30.24
18:55.7,high,39.8,82.8,188,2142,61.3,0.018580766,3295.44,32.9
19:02.7,high,25.6,82.8,188,2149,54.2,0.011912517,2119.68,33.06
19:09.8,high,26.6,82.8,188,2145,54.7,0.012400932,2202.48,33.38
19:16.8,high,26.2,83.2,188,2146,54.7,0.01220876,2179.84,33.3
19:23.8,high,57.2,82.9,188,2142,70.05,0.026704015,4741.88,35.08
19:31.0,high,26.4,82.8,189,2154,54.6,0.012256267,2185.92,32.4
19:38.0,high,27.3,83,189,2150,55.15,0.012697674,2265.9,32.74
19:45.1,high,26.6,83,189,2145,54.8,0.012400932,2207.8,32.74
19:52.1,high,26.4,83,189,2141,54.7,0.012330687,2191.2,32.78
19:59.1,high,26.5,82.9,189,2138,54.7,0.012394761,2196.85,26.64
20:06.1,high,27.3,82.6,189,2148,54.95,0.012709497,2254.98,26.82
20:13.2,high,28.3,82.6,189,2138,55.45,0.01323667,2337.58,27.02
20:20.4,high,31,82.9,189,2138,56.95,0.014499532,2569.9,27.9
20:27.4,high,25.4,83.2,189,2141,54.3,0.011863615,2113.28,27.7
20:34.4,high,24.8,83.2,189,2143,54,0.011572562,2063.36,27.36
20:41.5,high,27.7,82.5,189,2141,55.1,0.012937879,2285.25,27.44
20:48.5,high,24.9,82.3,189,2139,53.6,0.011640954,2049.27,26.76
20:55.6,high,32.4,82.4,189,2137,57.4,0.015161441,2669.76,27.04
21:02.7,high,25,82.3,189,2137,53.65,0.011698643,2057.5,26.96
21:09.8,high,30.2,82.3,188,2133,56.25,0.014158462,2485.46,28.04
21:16.8,high,25.3,82.3,188,2132,53.8,0.011866792,2082.19,27.56
21:23.8,high,25.6,82.3,188,2132,53.95,0.012007505,2106.88,27.7
21:30.9,high,25,82.3,188,2134,53.65,0.011715089,2057.5,26.22
21:37.9,high,25.3,82.3,188,2133,53.8,0.011861228,2082.19,26.28
21:44.9,high,27.6,82.3,188,2133,54.95,0.012939522,2271.48,25.76
21:51.9,high,25.4,82.2,188,2133,53.8,0.011908111,2087.88,25.78
21:58.9,high,47.7,82.3,188,2131,65,0.022383857,3925.71,30.2
22:06.1,high,29.7,82.3,188,2143,56,0.013859076,2444.31,31.14
22:13.2,high,26.7,82.3,188,2135,54.5,0.012505855,2197.41,31.42
22:20.2,high,45.3,82.4,188,2134,63.85,0.021227741,3732.72,34.96
22:27.3,high,40.9,83.3,189,2156,62.1,0.018970315,3406.97,38.06
22:34.5,high,26.4,81.6,189,2152,54,0.012267658,2154.24,33.8
22:41.5,high,35.2,81.7,189,2151,58.45,0.016364482,2875.84,34.9
22:49.0,high,27.4,81.6,189,2150,54.5,0.012744186,2235.84,35.04
22:56.0,high,28.5,81.5,189,2151,55,0.013249651,2322.75,31.68
23:03.1,high,28.9,80.4,188,2138,54.65,0.013517306,2323.56,29.28
23:10.1,high,27.7,80.4,188,2136,54.05,0.012968165,2227.08,29.54
23:17.1,high,26,80.4,188,2127,53.2,0.012223789,2090.4,27.7
23:24.1,high,25,80.4,188,2127,52.7,0.011753644,2010,27.22
23:31.2,high,24.9,80.4,188,2126,52.65,0.011712135,2001.96,26.5
23:38.2,high,26.6,81,189,2187,53.8,0.01216278,2154.6,26.04
23:45.2,high,25.7,81.2,189,2180,53.45,0.011788991,2086.84,25.64
23:52.3,high,25,81.2,189,2180,53.1,0.01146789,2030,25.44
23:59.3,high,25.8,81.2,189,2178,53.5,0.01184573,2094.96,25.6
24:06.3,high,25.4,81.2,189,2166,53.3,0.011726685,2062.48,25.7
24:13.4,high,24.8,81.2,189,2166,53,0.011449677,2013.76,25.34
24:20.4,high,26.8,81.2,189,2165,54,0.012378753,2176.16,25.56
24:27.4,high,25.4,81.1,188,2159,53.25,0.011764706,2059.94,25.64
24:34.4,high,25,81.1,188,2154,53.05,0.011606314,2027.5,25.48
24:41.4,high,26,81.1,188,2156,53.55,0.012059369,2108.6,25.6
24:48.5,high,32.7,81,188,2162,56.85,0.015124884,2648.7,27.18
24:55.7,high,26.4,81.1,188,2163,53.75,0.01220527,2141.04,27.1
25:02.7,high,25,81,188,2163,53,0.011558021,2025,27.02
25:09.8,high,25,81.1,188,2160,53.05,0.011574074,2027.5,27.02
25:16.9,high,25,81,188,2158,53,0.011584801,2025,26.82
25:23.9,high,96.5,81.7,189,2178,89.1,0.044306703,7884.05,39.58
25:31.2,high,31.4,81.5,189,2181,56.45,0.014397066,2559.1,40.58
25:38.3,high,25.9,81.5,189,2178,53.7,0.011891644,2110.85,40.76
25:45.3,high,25,81.4,189,2176,53.2,0.011488971,2035,40.76
25:52.4,high,26.5,81.2,189,2176,53.85,0.012178309,2151.8,41.06
25:59.4,high,25.8,80.3,188,2161,53.05,0.011938917,2071.74,26.92
26:06.5,high,26.1,80.2,188,2162,53.15,0.012072155,2093.22,25.86
26:13.5,high,24.9,80.1,188,2162,52.5,0.011517114,1994.49,25.66
26:20.5,high,24.8,80,188,2166,52.4,0.011449677,1984,25.62
26:27.5,high,30.1,80,188,2163,55.05,0.013915858,2408,26.34
26:34.6,high,28.7,80,188,2170,54.35,0.013225806,2296,26.92
26:41.7,high,28.9,80,188,2162,54.45,0.013367253,2312,27.48
26:48.8,high,26.8,80,188,2159,53.4,0.012413154,2144,27.86
26:55.8,high,24.8,79.9,188,2159,52.35,0.011486799,1981.52,27.86
27:02.9,high,24.8,79.8,188,2165,52.3,0.011454965,1979.04,26.8
27:10.0,high,25.2,79.9,188,2156,52.55,0.011688312,2013.48,26.1
27:17.0,high,45.7,79.9,188,2159,62.8,0.021167207,3651.43,29.46
27:24.1,high,24.9,79.9,188,2164,52.4,0.01150647,1989.51,29.08
27:31.1,high,26.6,79.9,188,2164,53.25,0.012292052,2125.34,29.44
27:38.2,high,26.3,79.9,188,2164,53.1,0.01215342,2101.37,29.74
27:45.2,high,25,79.9,188,2166,52.45,0.011542013,1997.5,29.7
27:52.2,high,33.7,79.8,188,2165,56.75,0.01556582,2689.26,27.3
27:59.3,high,25.8,79.8,188,2166,52.8,0.011911357,2058.84,27.48
28:06.3,high,33.1,79.8,188,2169,56.45,0.015260489,2641.38,28.78
28:13.5,high,27.4,79.9,188,2165,53.65,0.012655889,2189.26,29
28:20.6,high,43.6,79.9,188,2165,61.75,0.020138568,3483.64,32.72
28:27.6,high,24.9,79.9,188,2156,52.4,0.011549165,1989.51,30.96
28:34.6,high,24.8,79.8,187,2145,52.3,0.011561772,1979.04,30.76
28:41.7,high,26.5,79.8,187,2148,53.15,0.012337058,2114.7,29.44
28:48.8,high,50.2,80.1,187,2155,65.15,0.023294664,4021.02,34
28:56.0,high,31.2,80,187,2148,55.6,0.01452514,2496,31.52
29:03.1,high,29.7,79.8,187,2154,54.75,0.013788301,2370.06,32.48
29:10.2,high,25.2,79.7,187,2161,52.45,0.011661268,2008.44,32.56
29:17.3,high,26.6,79.7,187,2151,53.15,0.012366341,2120.02,32.58
29:24.3,high,24.8,79.7,187,2151,52.25,0.011529521,1976.56,27.5
29:31.3,high,24.8,79.7,187,2160,52.25,0.011481481,1976.56,26.22
29:38.4,high,25,79.7,187,2148,52.35,0.011638734,1992.5,25.28
29:45.3,high,26.2,79.7,187,2148,52.95,0.012197393,2088.14,25.48
29:52.4,high,26,79.7,187,2145,52.85,0.012121212,2072.2,25.36
29:59.4,high,26.2,79.7,187,2143,52.95,0.012225852,2088.14,25.64
30:06.4,high,52.7,79.9,191,2207,66.3,0.023878568,4210.73,31.22
30:13.6,high,39.1,79.2,191,2209,59.15,0.017700317,3096.72,34.04
30:20.7,high,26.5,79.1,191,2208,52.8,0.012001812,2096.15,34.1
30:27.8,high,25,79.1,191,2205,52.05,0.011337868,1977.5,33.9
30:34.9,high,25,79,191,2210,52,0.011312217,1975,33.66
30:42.0,high,39.5,79.1,191,2210,59.3,0.017873303,3124.45,31.02
30:49.1,high,24.8,79.3,191,2209,52.05,0.011226799,1966.64,28.16
30:56.2,high,26.6,79.2,191,2212,52.9,0.012025316,2106.72,28.18
31:03.3,high,25,79.2,191,2211,52.1,0.011307101,1980,28.18
31:10.4,high,25,79.1,189,2188,52.05,0.01142596,1977.5,28.18
31:17.4,high,25,79,189,2187,52,0.011431184,1975,25.28
31:24.4,high,24.8,79,189,2189,51.9,0.011329374,1959.2,25.28
31:31.5,high,25,79.4,189,2181,52.2,0.011462632,1985,24.96
31:38.5,high,24.9,79.1,188,2173,52,0.011458813,1969.59,24.94
31:45.5,high,26.4,79,188,2180,52.7,0.012110092,2085.6,25.22
31:52.8,moderate,25,78.9,188,2195,51.95,0.011389522,1972.5,25.22
31:59.9,moderate,26.5,79.3,188,2195,52.9,0.012072893,2101.45,25.56
32:07.0,moderate,25.3,79.5,188,2196,52.4,0.011520947,2011.35,25.62
32:14.0,moderate,25,79.5,188,2195,52.25,0.011389522,1987.5,25.64
32:21.0,moderate,24.8,79.5,188,2194,52.15,0.011303555,1971.6,25.32
32:28.1,moderate,26.6,79.4,188,2196,53,0.012112933,2112.04,25.64
32:35.2,moderate,25.1,79.4,188,2195,52.25,0.01143508,1992.94,25.36
32:42.2,moderate,25.2,79.4,188,2202,52.3,0.011444142,2000.88,25.34
32:49.3,moderate,24.8,79.4,188,2198,52.1,0.011282985,1969.12,25.3
32:56.3,moderate,27,79.4,188,2192,53.2,0.012317518,2143.8,25.74
33:03.4,moderate,25,79.4,188,2193,52.2,0.011399909,1985,25.42
33:10.4,moderate,25.2,79.4,189,2205,52.3,0.011428571,2000.88,25.44
33:17.5,moderate,26.6,79.7,189,2211,53.15,0.012030755,2120.02,25.72
33:24.5,moderate,24.8,80,189,2200,52.4,0.011272727,1984,25.72
