timestamp,phase,cpu_percent,ram_percent,process_count,total_threads,load_index,cpu_per_thread,resource_pressure,rolling_cpu_mean
37:58.7,normal,7.8,77.8,190,2199,42.8,0.003547067,606.84,11.86
38:05.7,normal,3.5,77.9,190,2199,40.7,0.001591633,272.65,11.86
38:12.6,normal,3.9,77.8,190,2197,40.85,0.001775148,303.42,11.7
38:19.6,normal,3.9,77.8,190,2194,40.85,0.001777575,303.42,4.44
38:26.6,normal,3.9,77.8,190,2179,40.85,0.001789812,303.42,4.6
38:33.5,normal,4.3,77.7,190,2191,41,0.001962574,334.11,3.9
38:40.5,normal,7.3,77.8,190,2189,42.55,0.003334856,567.94,4.66
38:47.5,normal,7.7,77.9,190,2187,42.8,0.003520805,599.83,5.42
38:54.4,normal,27.7,77.8,191,2205,52.75,0.012562358,2155.06,10.18
39:01.5,normal,2.7,78.1,191,2203,40.4,0.001225601,210.87,9.94
39:08.5,normal,5.4,78.1,191,2207,41.75,0.00244676,421.74,10.16
39:15.4,normal,3.1,78.1,191,2205,40.6,0.001405896,242.11,9.32
39:22.4,normal,3.9,78,191,2204,40.95,0.00176951,304.2,8.56
39:29.4,normal,3.9,78,191,2198,40.95,0.00177434,304.2,3.8
39:36.4,normal,3.9,78,190,2185,40.95,0.001784897,304.2,4.04
39:43.3,normal,4.3,78,190,2181,41.15,0.001971573,335.4,3.82
39:50.3,normal,4.7,77.9,189,2174,41.3,0.002161914,366.13,4.14
39:57.3,normal,3.1,77.8,190,2178,40.45,0.001423324,241.18,3.98
40:04.3,normal,4.3,78,190,2181,41.15,0.001971573,335.4,4.06
40:11.2,normal,1.6,77.9,190,2184,39.75,0.000732601,124.64,3.6
40:18.2,normal,3.1,77.9,190,2185,40.5,0.001418764,241.49,3.36
40:25.2,normal,19.6,77.9,190,2190,48.75,0.008949772,1526.84,6.34
40:32.3,normal,4.6,77.9,190,2183,41.25,0.002107192,358.34,6.64
40:39.3,normal,1.6,77.9,190,2210,39.75,0.000723982,124.64,6.1
40:46.3,normal,3.1,78,190,2194,40.55,0.001412944,241.8,6.4
28:44.0,normal,13.1,82.9,202,2781,48,0.004710536,1085.99,8.4
29:09.2,normal,4.7,80.6,201,2737,42.65,0.001717209,378.82,5.42
29:16.4,normal,7.8,80.1,199,2700,43.95,0.002888889,624.78,6.06
29:23.6,normal,4.6,80,197,2670,42.3,0.001722846,368,6.66
29:30.7,normal,3.9,79.9,197,2651,41.9,0.001471143,311.61,6.82
29:37.9,normal,3.5,79.7,195,2624,41.6,0.001333841,278.95,4.9
29:45.1,normal,3.5,79.6,194,2596,41.55,0.001348228,278.6,4.66
29:52.2,normal,3.9,79.6,194,2588,41.75,0.001506955,310.44,3.88
29:59.3,normal,6.6,79.3,193,2571,42.95,0.002567095,523.38,4.28
30:06.4,normal,8.6,79.4,192,2567,44,0.003350214,682.84,5.22
30:13.5,normal,4.6,79.4,192,2563,42,0.001794772,365.24,5.44
30:20.7,normal,7.4,79.3,192,2556,43.35,0.002895149,586.82,6.22
30:27.7,normal,2.7,79.3,192,2552,41,0.001057994,214.11,5.98
30:34.8,normal,4.3,79.4,192,2552,41.85,0.001684953,341.42,5.52
30:41.9,normal,2,79.4,192,2548,40.7,0.000784929,158.8,4.2
30:49.0,normal,4.6,79.4,192,2556,42,0.001799687,365.24,4.2
30:56.1,normal,3.5,79.4,191,2542,41.45,0.001376869,277.9,3.42
31:03.2,normal,8.1,79.4,192,2546,43.75,0.003181461,643.14,4.5
31:10.2,normal,3.5,79.6,192,2546,41.55,0.001374705,278.6,4.34
31:17.3,normal,6.2,79.6,192,2547,42.9,0.002434236,493.52,5.18
31:24.4,normal,0.8,79.6,192,2546,40.2,0.000314218,63.68,4.42
31:31.5,normal,2.3,79.6,192,2544,40.95,0.000904088,183.08,4.18
31:38.6,normal,2.3,79.5,192,2545,40.9,0.000903733,182.85,3.02
31:45.6,normal,5.4,79.5,192,2547,42.45,0.002120141,429.3,3.4
31:52.7,normal,3.9,79.5,192,2549,41.7,0.001530012,310.05,2.94
31:59.8,normal,9.8,79.1,192,2544,44.45,0.003852201,775.18,4.74
32:06.9,normal,6.2,79.2,192,2545,42.7,0.002436149,491.04,5.52
32:14.0,normal,5.1,79.1,191,2539,42.1,0.002008665,403.41,6.08
32:21.0,normal,5.4,78.7,191,2541,42.05,0.002125148,424.98,6.08
32:28.1,normal,1.6,78.6,191,2539,40.1,0.000630169,125.76,5.62
32:35.2,normal,1.9,78.6,191,2538,40.25,0.000748621,149.34,4.04
32:42.2,normal,5.4,78.6,191,2543,42,0.002123476,424.44,3.88
32:49.3,normal,1.6,78.5,191,2532,40.05,0.000631912,125.6,3.18
32:56.4,normal,3.9,78.5,191,2529,41.2,0.001542112,306.15,2.88
33:03.5,normal,3.9,78.8,190,2524,41.35,0.001545166,307.32,3.34
33:10.5,normal,3.1,79.7,194,2584,41.4,0.00119969,247.07,3.58
33:17.6,normal,3.1,79.9,194,2571,41.5,0.001205757,247.69,3.12
33:24.7,normal,3.1,80,194,2576,41.55,0.001203416,248,3.42
33:31.8,normal,4.3,78.4,194,2576,41.35,0.001669255,337.12,3.5
33:38.9,normal,3.9,78.3,194,2565,41.1,0.001520468,305.37,3.5
33:46.0,normal,5.1,78.3,193,2561,41.7,0.00199141,399.33,3.9
33:53.1,normal,2.7,78.2,193,2560,40.45,0.001054688,211.14,3.82
34:00.2,normal,4.7,78.8,193,2559,41.75,0.001836655,370.36,4.14
34:07.3,normal,3.9,78.8,193,2552,41.35,0.001528213,307.32,4.06
34:14.4,normal,3.1,78.7,191,2538,40.9,0.001221434,243.97,3.9
34:21.4,normal,4.7,78.2,191,2545,41.45,0.001846758,367.54,3.82
34:28.5,normal,2.7,78.2,191,2534,40.45,0.001065509,211.14,3.82
34:35.6,normal,4.3,78.1,191,2534,41.2,0.001696922,335.83,3.74
34:42.7,normal,3.5,78.1,191,2533,40.8,0.001381761,273.35,3.66
34:49.7,normal,4.7,78.1,191,2531,41.4,0.001856974,367.07,3.98
34:56.8,normal,3.9,78.1,191,2531,41,0.001540893,304.59,3.82
35:03.9,normal,5.4,78.7,191,2533,42.05,0.002131859,424.98,4.36
35:10.9,normal,1.9,78.5,190,2528,40.2,0.000751582,149.15,3.88
35:18.0,normal,3.5,78.7,191,2541,41.1,0.00137741,275.45,3.88
35:25.1,normal,2.3,78.7,191,2523,40.5,0.000911613,181.01,3.4
35:32.1,normal,2.3,78.7,191,2523,40.5,0.000911613,181.01,3.08
35:39.2,normal,5,78.7,191,2522,41.85,0.001982554,393.5,3
35:46.3,normal,6.2,78.7,191,2519,42.45,0.002461294,487.94,3.86
35:53.3,normal,3.1,78.6,191,2519,40.85,0.001230647,243.66,3.78
36:00.4,normal,5,78.6,191,2519,41.8,0.001984915,393,4.32
36:07.5,normal,5.5,78.6,191,2519,42.05,0.002183406,432.3,4.96
36:14.5,normal,3.9,78.6,191,2517,41.25,0.001549464,306.54,4.74
36:21.6,normal,5.1,78.6,191,2525,41.85,0.002019802,400.86,4.52
36:28.7,normal,5.1,78.6,191,2526,41.85,0.002019002,400.86,4.92
36:35.7,normal,2.3,78.6,191,2515,40.45,0.000914513,180.78,4.38
36:42.8,normal,5.9,78.6,191,2515,42.25,0.002345924,463.74,4.46
36:49.8,normal,4.3,78.6,191,2515,41.45,0.001709742,337.98,4.54
36:56.9,normal,2,78.6,191,2518,40.3,0.000794281,157.2,3.92
37:04.0,normal,3.5,78.6,191,2517,41.05,0.001390544,275.1,3.6
37:11.0,normal,4.6,78.6,191,2521,41.6,0.001824673,361.56,4.06
37:18.1,normal,3.1,78.6,190,2516,40.85,0.001232114,243.66,3.5
37:25.2,normal,3.5,78.6,191,2517,41.05,0.001390544,275.1,3.34
37:32.2,normal,5.4,78.6,191,2518,42,0.002144559,424.44,4.02
37:39.3,normal,2.7,78.6,191,2516,40.65,0.001073132,212.22,3.86
37:46.4,normal,5,78.6,191,2516,41.8,0.001987281,393,3.94
37:53.5,normal,5.5,78.6,191,2515,42.05,0.002186879,432.3,4.42
38:00.6,normal,3.5,78.6,191,2511,41.05,0.001393867,275.1,4.42
38:07.6,normal,2.3,78.6,191,2522,40.45,0.000911975,180.78,3.8
38:14.7,normal,3.1,78.6,191,2515,40.85,0.001232604,243.66,3.88
38:21.7,normal,3.9,78.6,191,2478,41.25,0.00157385,306.54,3.66
38:28.8,normal,3.1,78.6,191,2438,40.85,0.001271534,243.66,3.18
38:35.9,normal,3.5,78.5,190,2397,41,0.001460159,274.75,3.18
38:42.9,normal,4.7,78.5,190,2400,41.6,0.001958333,368.95,3.66
38:50.0,normal,2.7,78.5,190,2388,40.6,0.001130653,211.95,3.58
38:57.0,normal,3.1,78.7,190,2386,40.9,0.001299246,243.97,3.42
39:04.0,normal,3.9,78.6,190,2388,41.25,0.001633166,306.54,3.58
39:11.1,normal,2.7,78.6,190,2380,40.65,0.001134454,212.22,3.42
39:18.1,normal,4.2,78.5,190,2380,41.35,0.001764706,329.7,3.32
39:25.1,normal,3.9,78.5,190,2371,41.2,0.001644876,306.15,3.56
39:32.1,normal,3.9,78.4,190,2367,41.15,0.001647655,305.76,3.72
39:39.2,normal,5.8,77.9,190,2371,41.85,0.002446225,451.82,4.1
39:46.2,normal,5.8,78,190,2356,41.9,0.0024618,452.4,4.72
39:53.2,normal,2.7,78.4,190,2352,40.55,0.001147959,211.68,4.42
40:00.3,normal,3.1,78.4,190,2361,40.75,0.001313003,243.04,4.26
40:07.3,normal,5,78.3,190,2316,41.65,0.002158895,391.5,4.48
40:14.3,normal,3.5,78.3,190,2315,40.9,0.001511879,274.05,4.02
40:21.3,normal,2.7,78.3,189,2310,40.5,0.001168831,211.41,3.4
40:28.3,normal,4.3,78.3,189,2299,41.3,0.001870378,336.69,3.72
40:35.3,normal,3.5,78.3,189,2287,40.9,0.001530389,274.05,3.8
40:42.3,normal,4.3,78.3,189,2279,41.3,0.001886792,336.69,3.66
40:49.3,normal,6.5,78.3,189,2278,42.4,0.00285338,508.95,4.26
40:56.3,normal,3.1,78.3,189,2288,40.7,0.001354895,242.73,4.34
41:03.3,normal,3.1,78.3,189,2280,40.7,0.001359649,242.73,4.1
41:10.2,normal,3.5,78.2,189,2289,40.85,0.001529052,273.7,4.1
41:17.2,normal,0.8,78.2,189,2280,39.5,0.000350877,62.56,3.4
41:24.2,normal,3.5,78.2,189,2273,40.85,0.001539815,273.7,2.8
41:31.2,normal,3.9,78.2,188,2265,41.05,0.001721854,304.98,2.96
41:38.2,normal,3.1,78.1,189,2279,40.6,0.001360246,242.11,2.96
41:45.2,normal,2.3,77.8,189,2269,40.05,0.001013662,178.94,2.72
41:52.2,normal,2.7,77.8,189,2271,40.25,0.001188904,210.06,3.1
41:59.2,normal,10,78.1,189,2263,44.05,0.004418913,781,4.4
42:06.2,normal,3.1,78.3,189,2261,40.7,0.001371075,242.73,4.24
42:13.2,normal,2.3,78.2,189,2265,40.25,0.001015453,179.86,4.08
42:20.2,normal,2.7,78.2,189,2264,40.45,0.00119258,211.14,4.16
42:27.2,normal,3.9,78.2,189,2263,41.05,0.001723376,304.98,4.4
42:34.1,normal,2.7,78.2,189,2265,40.45,0.001192053,211.14,2.94
42:41.1,normal,2.3,78.2,189,2256,40.25,0.001019504,179.86,2.78
42:48.1,normal,5.1,78.2,189,2255,41.65,0.002261641,398.82,3.34
42:55.1,normal,4.2,78.2,189,2257,41.2,0.001860877,328.44,3.64
43:02.1,normal,5.1,78.5,189,2256,41.8,0.002260638,400.35,3.88
43:09.1,normal,3.5,78.3,189,2255,40.9,0.001552106,274.05,4.04
43:16.1,normal,3.1,78.2,188,2241,40.65,0.001383311,242.42,4.2
43:23.1,normal,4.3,78.1,188,2245,41.2,0.001915367,335.83,4.04
43:30.0,normal,4.7,77.7,188,2238,41.2,0.002100089,365.19,4.14
43:37.0,normal,1.6,77.7,188,2231,39.65,0.000717167,124.32,3.44
43:44.0,normal,3.1,77.6,187,2228,40.35,0.001391382,240.56,3.36
43:50.9,normal,2.7,77.6,188,2234,40.15,0.001208594,209.52,3.28
43:57.9,normal,3.1,77.6,188,2233,40.35,0.001388267,240.56,3.04
44:05.1,normal,6.2,77,188,2236,41.6,0.002772809,477.4,3.34
44:12.0,normal,1.6,77,188,2236,39.3,0.000715564,123.2,3.34
44:19.0,normal,3.9,77,188,2234,40.45,0.001745748,300.3,3.5
44:26.0,normal,3.9,77,188,2233,40.45,0.001746529,300.3,3.74
44:32.9,normal,3.9,77,188,2233,40.45,0.001746529,300.3,3.9
44:39.9,normal,3.1,77,188,2234,40.05,0.001387645,238.7,3.28
44:46.9,normal,2.7,76.9,188,2232,39.8,0.001209677,207.63,3.5
44:53.8,normal,2.7,76.9,188,2231,39.8,0.00121022,207.63,3.26
45:00.8,normal,5,76.9,188,2229,40.95,0.002243158,384.5,3.48
45:07.8,normal,2.7,76.9,188,2239,39.8,0.001205895,207.63,3.24
45:14.8,normal,3.5,76.9,188,2237,40.2,0.001564595,269.15,3.32
45:21.8,normal,3.1,76.9,188,2228,40,0.001391382,238.39,3.4
45:28.7,normal,1.6,76.9,188,2226,39.25,0.000718778,123.04,3.18
45:35.7,normal,5.4,76.9,188,2225,41.15,0.002426966,415.26,3.26
45:42.7,normal,4.3,76.9,188,2224,40.6,0.001933453,330.67,3.58
45:49.6,normal,4.6,76.8,188,2231,40.7,0.002061856,353.28,3.8
45:56.6,normal,6.2,77.1,187,2220,41.65,0.002792793,478.02,4.42
46:03.6,normal,2.7,77.1,188,2224,39.9,0.001214029,208.17,4.64
46:10.6,normal,7,77,188,2227,42,0.003143242,539,4.96
46:17.5,normal,4.2,77,188,2227,40.6,0.001885945,323.4,4.94
46:24.5,normal,3.5,77,188,2228,40.25,0.001570916,269.5,4.72
46:31.5,normal,2.7,76.9,188,2226,39.8,0.001212938,207.63,4.02
46:38.5,normal,3.1,76.9,188,2226,40,0.001392633,238.39,4.1
46:45.4,normal,5.8,76.9,188,2224,41.35,0.002607914,446.02,3.86
46:52.4,normal,3.9,76.9,188,2223,40.4,0.001754386,299.91,3.8
46:59.4,normal,21.5,77,188,2221,49.25,0.009680324,1655.5,7.4
47:06.3,normal,5.8,77,188,2222,41.4,0.002610261,446.6,8.02
47:13.3,normal,3.1,76.9,188,2223,40,0.001394512,238.39,8.02
47:20.3,normal,3.5,76.5,188,2224,40,0.001573741,267.75,7.56
47:27.3,normal,2.7,76.5,188,2226,39.6,0.001212938,206.55,7.32
47:34.3,normal,1.2,76.4,188,2225,38.8,0.000539326,91.68,3.26
47:41.3,normal,4.3,76.4,188,2226,40.35,0.001931716,328.52,2.96
47:48.2,normal,4.3,76.4,188,2225,40.35,0.001932584,328.52,3.2
47:55.2,normal,2.7,76.8,188,2225,39.75,0.001213483,207.36,3.04
48:02.1,normal,3.5,76.9,188,2224,40.2,0.001573741,269.15,3.2
48:09.1,normal,4.3,76.8,187,2221,40.55,0.001936065,330.24,3.82
48:16.1,normal,3.5,76.9,188,2217,40.2,0.00157871,269.15,3.66
48:23.1,normal,4.7,76.9,188,2161,40.8,0.002174919,361.43,3.74
48:30.0,normal,5.4,76.9,189,2161,41.15,0.002498843,415.26,4.28
48:37.1,normal,4.6,76.7,189,2136,40.65,0.002153558,352.82,4.5
48:44.1,normal,4.3,76.7,189,2139,40.5,0.002010285,329.81,4.5
48:51.1,normal,3.9,76.6,189,2128,40.25,0.001832707,298.74,4.58
48:58.0,normal,2.3,76.7,189,2124,39.5,0.001082863,176.41,4.1
49:05.0,normal,3.9,76.8,189,2129,40.35,0.001831846,299.52,3.8
49:12.0,normal,2.7,76.8,189,2126,39.75,0.001269991,207.36,3.42
49:19.0,normal,1.6,76.7,189,2125,39.15,0.000752941,122.72,2.88
49:26.0,normal,24.9,76.8,190,2134,50.85,0.011668229,1912.32,7.08
49:33.1,normal,10.9,76.5,190,2133,43.7,0.005110173,833.85,8.8
49:40.0,normal,2.7,76.7,190,2128,39.7,0.001268797,207.09,8.56
49:47.0,normal,5.4,76.7,190,2132,41.05,0.002532833,414.18,9.1
49:53.9,normal,5.1,76.7,190,2136,40.9,0.00238764,391.17,9.8
50:00.9,normal,1.6,78.2,191,2142,39.9,0.000746965,125.12,5.14
50:07.8,normal,4.3,78.1,191,2149,41.2,0.002000931,335.83,3.82
50:14.8,normal,1.6,78.2,191,2141,39.9,0.000747314,125.12,3.6
50:21.8,normal,3.5,78.2,190,2138,40.85,0.001637044,273.7,3.22
50:28.7,normal,8.5,76.9,190,2128,42.7,0.003994361,653.65,3.9
50:35.7,normal,3.5,77.3,190,2130,40.4,0.001643192,270.55,4.28
50:42.7,normal,4.3,77.5,190,2136,40.9,0.002013109,333.25,4.28
50:49.6,normal,2,77.6,190,2125,39.8,0.000941176,155.2,4.36
50:56.6,normal,3.8,77.6,190,2122,40.7,0.001790763,294.88,4.42
51:03.5,normal,3.5,77.6,190,2121,40.55,0.001650165,271.6,3.42
51:10.5,normal,3.8,77.6,190,2121,40.7,0.001791608,294.88,3.48
51:17.4,normal,2.7,77.6,190,2123,40.15,0.001271785,209.52,3.16
51:24.4,normal,3.5,77.6,190,2121,40.55,0.001650165,271.6,3.46
51:31.3,normal,2.3,77.6,190,2121,39.95,0.001084394,178.48,3.16
51:38.3,normal,2.7,77.6,190,2119,40.15,0.001274186,209.52,3
51:45.2,normal,1.9,77.6,190,2118,39.75,0.000897073,147.44,2.62
51:52.2,normal,3.9,77.6,190,2121,40.75,0.001838755,302.64,2.86
51:59.2,normal,9.4,77.4,190,2127,43.4,0.00441937,727.56,4.04
52:06.2,normal,5.1,77.5,190,2126,41.3,0.002398871,395.25,4.6
52:13.2,normal,3.5,77.2,190,2128,40.35,0.001644737,270.2,4.76
52:20.2,normal,2.7,77.3,190,2137,40,0.001263453,208.71,4.92
52:27.1,normal,2.7,77.4,190,2129,40.05,0.001268201,208.98,4.68
52:34.1,normal,3.1,77.3,189,2133,40.2,0.001453352,239.63,3.42
52:41.0,normal,3.1,77.3,190,2130,40.2,0.001455399,239.63,3.02
52:48.0,normal,3.9,77.2,190,2129,40.55,0.001831846,301.08,3.1
52:54.9,normal,3.9,77.2,190,2129,40.55,0.001831846,301.08,3.34
53:01.9,normal,3.5,77.6,190,2129,40.55,0.001643964,271.6,3.5
53:08.8,normal,2,77.6,190,2131,39.8,0.000938527,155.2,3.28
53:15.8,normal,1.6,77.6,190,2130,39.6,0.000751174,124.16,2.98
53:22.8,normal,3.5,77.6,190,2128,40.55,0.001644737,271.6,2.9
53:29.7,normal,4.3,77.5,190,2127,40.9,0.002021627,333.25,2.98
53:36.7,normal,2,77.7,190,2123,39.85,0.000942063,155.4,2.68
53:43.6,normal,2.7,77.6,190,2122,40.15,0.001272385,209.52,2.82
53:50.6,normal,1.9,77.6,190,2131,39.75,0.0008916,147.44,2.88
53:57.5,normal,3.5,77.6,190,2125,40.55,0.001647059,271.6,2.88
54:04.5,normal,3.9,77.6,190,2121,40.75,0.001838755,302.64,2.8
54:11.5,normal,2.7,77.6,190,2131,40.15,0.001267011,209.52,2.94
54:18.4,normal,4.7,77.6,190,2130,41.15,0.002206573,364.72,3.34
54:25.4,normal,2.7,77.5,189,2124,40.1,0.001271186,209.25,3.5
54:32.3,normal,3.5,77.5,189,2117,40.5,0.001653283,271.25,3.5
54:39.3,normal,1.9,77.5,189,2117,39.7,0.000897496,147.25,3.1
54:46.2,normal,3.9,77.5,188,2109,40.7,0.001849218,302.25,3.34
54:53.2,normal,4.7,77.1,189,2116,40.9,0.002221172,362.37,3.34
55:00.1,normal,3.1,77.5,189,2118,40.3,0.001463645,240.25,3.42
55:07.1,normal,5,77.5,189,2119,41.25,0.002359604,387.5,3.72
55:14.0,normal,3.9,77.5,189,2128,40.7,0.001832707,302.25,4.12
55:21.0,normal,12.1,77.2,189,2130,44.65,0.005680751,934.12,5.76
55:28.0,normal,4.3,77.3,189,2129,40.8,0.002019728,332.39,5.68
55:34.9,normal,5.1,77.3,189,2137,41.2,0.002386523,394.23,6.08
55:41.9,normal,3.1,77.2,189,2134,40.15,0.001452671,239.32,5.7
55:48.8,normal,2,77.2,189,2125,39.6,0.000941176,154.4,5.32
55:55.8,normal,2.7,77.2,189,2123,39.95,0.001271785,208.44,3.44
56:02.8,normal,3.9,77.3,189,2122,40.6,0.001837889,301.47,3.36
56:09.7,normal,5.9,77.2,189,2122,41.55,0.002780396,455.48,3.52
56:16.6,normal,3.1,77.3,189,2124,40.2,0.00145951,239.63,3.52
56:23.6,normal,4.7,77.2,190,2147,40.95,0.002189101,362.84,4.06
56:30.6,normal,3.1,77.2,190,2147,40.15,0.001443875,239.32,4.14
56:37.5,normal,5,77.4,190,2146,41.2,0.002329916,387,4.36
56:44.5,normal,5.9,77.4,190,2150,41.65,0.002744186,456.66,4.36
56:51.5,normal,7.8,77.4,190,2144,42.6,0.00363806,603.72,5.3
56:58.5,normal,8.9,77.4,189,2148,43.15,0.004143389,688.86,6.14
57:05.5,normal,3.1,77.5,190,2148,40.3,0.001443203,240.25,6.14
57:12.4,normal,3.1,77.6,190,2152,40.35,0.00144052,240.56,5.76
57:19.4,normal,4.3,77.5,190,2149,40.9,0.002000931,333.25,5.44
57:26.4,normal,3.9,77.4,189,2144,40.65,0.00181903,301.86,4.66
57:33.4,normal,3.1,77.4,189,2142,40.25,0.001447246,239.94,3.5
57:40.3,normal,4.3,77.4,189,2140,40.85,0.002009346,332.82,3.74
57:47.3,normal,3.9,77.4,189,2138,40.65,0.001824135,301.86,3.9
57:54.3,normal,2.7,77.4,189,2136,40.05,0.001264045,208.98,3.58
58:01.2,normal,4.3,77.4,189,2144,40.85,0.002005597,332.82,3.66
58:08.2,normal,2,77.4,189,2141,39.7,0.000934143,154.8,3.44
58:15.1,normal,4.7,77.4,189,2148,41.05,0.002188082,363.78,3.52
58:22.1,normal,5.1,77.4,189,2135,41.25,0.002388759,394.74,3.76
58:29.0,normal,1.2,77.3,189,2125,39.25,0.000564706,92.76,3.46
58:36.0,normal,4.6,77.3,188,2120,40.95,0.002169811,355.58,3.52
58:42.9,normal,4.2,77.3,188,2130,40.75,0.001971831,324.66,3.96
58:49.8,normal,4.3,77.2,188,2128,40.75,0.002020677,331.96,3.88
58:56.8,normal,4.7,77.1,188,2123,40.9,0.002213848,362.37,3.8
59:03.7,normal,4.6,77.3,188,2126,40.95,0.002163688,355.58,4.48
59:10.6,normal,4.7,77.3,187,2124,41,0.002212806,363.31,4.5
59:17.5,normal,1.9,77.3,188,2131,39.6,0.0008916,146.87,4.04
59:24.5,normal,2.3,77.1,188,2133,39.7,0.001078293,177.33,3.64
59:31.4,normal,3.1,77.1,188,2140,40.1,0.001448598,239.01,3.32
59:38.3,normal,6.5,77.1,188,2138,41.8,0.003040225,501.15,3.7
59:45.3,normal,4.3,77.1,188,2125,40.7,0.002023529,331.53,3.62
59:52.2,normal,3.1,77.1,188,2125,40.1,0.001458824,239.01,3.86
59:59.1,normal,9.4,77.2,188,2125,43.3,0.004423529,725.68,5.28
00:06.1,normal,3.5,77.6,188,2127,40.55,0.00164551,271.6,5.36
00:13.0,normal,1.2,77.5,188,2125,39.35,0.000564706,93,4.3
00:19.9,normal,4.7,77.5,188,2125,41.1,0.002211765,364.25,4.38
00:26.8,normal,3.1,77.4,188,2125,40.25,0.001458824,239.94,4.38
00:33.8,normal,2.3,77.1,188,2125,39.7,0.001082353,177.33,2.96
00:40.7,normal,6.1,77.4,196,2214,41.75,0.002755194,472.14,3.48
00:47.7,normal,3.5,77.4,192,2183,40.45,0.001603298,270.9,3.94
00:54.7,normal,3.1,77.2,188,2126,40.15,0.001458137,239.32,3.62
01:01.6,normal,3.9,77.4,188,2128,40.65,0.001832707,301.86,3.78
01:08.5,normal,34.6,78,196,2229,56.3,0.015522656,2698.8,10.24
01:16.0,normal,25.2,78.8,196,2233,52,0.011285266,1985.76,14.06
01:23.1,normal,6.6,78.4,191,2188,42.5,0.003016453,517.44,14.68
01:30.1,normal,3.1,78.5,192,2193,40.8,0.001413589,243.35,14.68
01:37.1,normal,3.1,78.5,192,2190,40.8,0.001415525,243.35,14.52
01:44.0,normal,11.6,78.2,192,2185,44.9,0.005308924,907.12,9.92
01:51.0,normal,3.5,78.1,192,2184,40.8,0.001602564,273.35,5.58
01:58.0,normal,5.8,78.1,192,2180,41.95,0.00266055,452.98,5.42
02:05.2,normal,2.3,78.4,192,2180,40.35,0.001055046,180.32,5.26
02:12.2,normal,3.1,78.3,192,2185,40.7,0.001418764,242.73,5.26
02:19.1,normal,8.1,77.9,191,2165,43,0.003741339,630.99,4.56
02:26.1,normal,2.7,78,191,2160,40.35,0.00125,210.6,4.4
02:33.0,normal,4.3,78,191,2159,41.15,0.001991663,335.4,4.1
02:40.0,normal,3.9,78,191,2167,40.95,0.001799723,304.2,4.42
02:47.0,normal,4.2,78,191,2156,41.1,0.001948052,327.6,4.64
02:54.0,normal,2.7,77.8,190,2145,40.25,0.001258741,210.06,3.56
03:00.9,normal,3.9,77.8,190,2152,40.85,0.001812268,303.42,3.8
03:07.8,normal,5.4,77.8,190,2153,41.6,0.002508128,420.12,4.02
03:14.9,normal,5.4,77.8,191,2164,41.6,0.002495379,420.12,4.32
03:21.8,normal,2.7,77.6,191,2161,40.15,0.001249422,209.52,4.02
03:28.8,normal,3.5,77.5,191,2160,40.5,0.00162037,271.25,4.18
03:35.8,normal,2.7,77.1,191,2166,39.9,0.001246537,208.17,3.94
03:42.7,normal,5.8,77.1,192,2173,41.45,0.002669121,447.18,4.02
03:49.7,normal,2.7,77.1,192,2172,39.9,0.001243094,208.17,3.48
03:56.7,normal,5,77.1,192,2172,41.05,0.002302026,385.5,3.94
04:03.7,normal,3.9,77.7,192,2167,40.8,0.001799723,303.03,4.02
04:10.6,normal,4.3,77.7,192,2163,41,0.00198798,334.11,4.34
04:17.6,normal,3.1,77.7,192,2172,40.4,0.001427256,240.87,3.8
04:24.6,normal,2.3,77.3,192,2162,39.8,0.00106383,177.79,3.72
04:31.6,normal,14.8,77.3,192,2160,46.05,0.006851852,1144.04,5.68
04:38.6,normal,3.9,77.2,192,2157,40.55,0.001808067,301.08,5.68
04:45.5,normal,3.9,77.2,192,2155,40.55,0.001809745,301.08,5.6
04:52.5,normal,2.3,77.2,192,2154,39.75,0.001067781,177.56,5.44
04:59.5,normal,16.3,77.8,192,2154,47.05,0.007567317,1268.14,8.24
05:06.5,normal,5,77.8,192,2156,41.4,0.002319109,389,6.28
49:17.8,high,83.6,67.9,256,3722,75.75,0.022461042,5676.44,22.22
49:24.6,high,83.6,66.9,256,3696,75.25,0.022619048,5592.84,38.16
49:31.4,high,79.6,67.4,260,3761,73.5,0.021164584,5365.04,53.62
49:38.2,high,78.9,67.2,259,3751,73.05,0.021034391,5302.08,66.14
49:45.0,high,81,67.2,259,3723,74.1,0.021756648,5443.2,81.34
49:51.8,high,84.6,67.3,259,3740,75.95,0.022620321,5693.58,81.54
49:58.7,high,74.9,66.9,259,3737,70.9,0.020042815,5010.81,79.8
50:05.6,high,83.6,67,259,3738,75.3,0.022364901,5601.2,80.6
50:12.4,high,84.7,67,259,3730,75.85,0.022707775,5674.9,81.76
50:19.3,high,85.3,66.9,259,3702,76.1,0.023041599,5706.57,82.62
50:26.3,high,85.6,66.8,260,3707,76.2,0.023091449,5718.08,82.82
50:33.4,high,85.6,67.1,260,3694,76.35,0.023172713,5743.76,84.96
50:40.3,high,99.9,67.2,262,3820,83.55,0.026151832,6713.28,88.22
50:47.7,high,72.5,66.9,262,3825,69.7,0.018954248,4850.25,85.78
50:54.7,high,75.8,66.5,260,3752,71.15,0.020202559,5040.7,83.88
51:01.7,high,81.6,66.5,260,3740,74.05,0.021818182,5426.4,83.08
51:08.6,high,79.3,66.8,262,3802,73.05,0.020857443,5297.24,81.82
